ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,9276.7529,0.37,0.02,6.93,0.58,13.1,0.075,12,0.14,6136,24,0.125
0.1,8864.6243,,,,,,,,,,,
0.25,7640.2993,,,,,,,,,,,
0.5,5615.0879,,,,,,,,,,,
0.6,4824.7065,,,,,,,,,,,
0.75,3675.2156,,,,,,,,,,,
1,2039.9715,,,,,,,,,,,
1.5,1521.1535,,,,,,,,,,,
2.5,1323.2933,,,,,,,,,,,
5,1338.3012,,,,,,,,,,,
7.5,1249.4856,,,,,,,,,,,
9,1251.6501,,,,,,,,,,,
10,1288.375,,,,,,,,,,,
