ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,13642.3337,0.216,0.0076,5.5,0.26,10.2,0.059,36,0.34,10992,63,0.09
0.5,11585.1712,,,,,,,,,,,
1,11463.6971,,,,,,,,,,,
2.5,13429.3406,,,,,,,,,,,
5,12515.8687,,,,,,,,,,,
7.5,14383.6071,,,,,,,,,,,
10,13994.7276,,,,,,,,,,,
25,13635.4699,,,,,,,,,,,
50,13508.0864,,,,,,,,,,,
75,13095.1918,,,,,,,,,,,
90,12956.2410,,,,,,,,,,,
100,12482.5034,,,,,,,,,,,
