ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,16527.2445,0.338,0.0054,5.1,0.14,19,0.14,61,0.62,12470,90,0.125
0.1,14540.5003,,,,,,,,,,,
0.25,12176.3964,,,,,,,,,,,
0.5,7165.522,,,,,,,,,,,
0.6,4869.889,,,,,,,,,,,
0.75,3562.5689,,,,,,,,,,,
1,2724.3326,,,,,,,,,,,
1.5,2446.9512,,,,,,,,,,,
2.5,2291.0383,,,,,,,,,,,
5,2181.7476,,,,,,,,,,,
7.5,2361.7809,,,,,,,,,,,
9,2076.2946,,,,,,,,,,,
10,2049.0323,,,,,,,,,,,
