ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,15970.7066,0.271,0.0068,6.2,0.17,9.74,0.078,95,1.5,10723,85,0.08
0.1,14907.3746,,,,,,,,,,,
0.25,13827.8827,,,,,,,,,,,
0.5,11829.8306,,,,,,,,,,,
0.6,11274.0688,,,,,,,,,,,
0.75,10405.1462,,,,,,,,,,,
1,8897.3569,,,,,,,,,,,
1.5,6981.4696,,,,,,,,,,,
2.5,4587.1489,,,,,,,,,,,
5,3111.6490,,,,,,,,,,,
7.5,2772.8284,,,,,,,,,,,
9,2703.6543,,,,,,,,,,,
10,2237.9424,,,,,,,,,,,
