ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,23225.5152,0.3697,0.0092,6.5,0.25,14.3,0.075,54,0.39,13457,60,0.09
0.1,21452.7782,,,,,,,,,,,
0.25,18204.6611,,,,,,,,,,,
0.5,13914.1442,,,,,,,,,,,
0.6,11751.9067,,,,,,,,,,,
0.75,8299.1487,,,,,,,,,,,
1,3082.8567,,,,,,,,,,,
1.5,2950.9024,,,,,,,,,,,
2.5,2642.6810,,,,,,,,,,,
5,2404.3438,,,,,,,,,,,
7.5,2349.2376,,,,,,,,,,,
9,2297.1366,,,,,,,,,,,
10,2235.4382,,,,,,,,,,,
