ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,16693.9395,0.296,0.011,6.9,0.42,9.63,0.091,107,1.4,10367,97,0.12
0.1,15239.9264,,,,,,,,,,,
0.25,12836.2169,,,,,,,,,,,
0.5,10775.4538,,,,,,,,,,,
0.6,9298.0514,,,,,,,,,,,
0.75,6465.8860,,,,,,,,,,,
1,6408.1604,,,,,,,,,,,
1.5,3820.5536,,,,,,,,,,,
2.5,2477.0340,,,,,,,,,,,
5,2445.7936,,,,,,,,,,,
7.5,2407.4346,,,,,,,,,,,
9,2375.6787,,,,,,,,,,,
10,2341.7567,,,,,,,,,,,
