ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,27455.2587,0.22,0.01,5.7,0.39,10,0.096,81,1.3,19465,188,0.085
0.1,25082.2657,,,,,,,,,,,
0.25,22911.6279,,,,,,,,,,,
0.5,16778.3897,,,,,,,,,,,
0.6,14916.9102,,,,,,,,,,,
0.75,11020.3013,,,,,,,,,,,
1,6928.8725,,,,,,,,,,,
1.5,3725.0199,,,,,,,,,,,
2.5,2701.6313,,,,,,,,,,,
5,2494.558,,,,,,,,,,,
7.5,2358.0613,,,,,,,,,,,
9,2418.7254,,,,,,,,,,,
10,2458.6813,,,,,,,,,,,
