ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,7308.0181,0.31,0.012,5.6,0.38,13,0.12,33,0.8,4081,37,0.095
0.1,6905.8168,,,,,,,,,,,
0.25,6005.3016,,,,,,,,,,,
0.5,4514.1084,,,,,,,,,,,
0.6,3778.0089,,,,,,,,,,,
0.75,2991.6740,,,,,,,,,,,
1,1720.5992,,,,,,,,,,,
1.5,918.7954,,,,,,,,,,,
2.5,860.1670,,,,,,,,,,,
5,723.4932,,,,,,,,,,,
7.5,700.0112,,,,,,,,,,,
9,727.7685,,,,,,,,,,,
10,708.4062,,,,,,,,,,,
