ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,21876.7162,0.325,0.01,5.5,0.34,14.6,0.092,26,0.52,11908,75,0.095
0.1,19933.4054,,,,,,,,,,,
0.25,17463.9095,,,,,,,,,,,
0.5,13355.0679,,,,,,,,,,,
0.6,11485.1901,,,,,,,,,,,
0.75,8728.7949,,,,,,,,,,,
1,4462.1698,,,,,,,,,,,
1.5,2711.762,,,,,,,,,,,
2.5,2561.6035,,,,,,,,,,,
5,2315.4734,,,,,,,,,,,
7.5,2313.1146,,,,,,,,,,,
9,2074.0054,,,,,,,,,,,
10,2057.5429,,,,,,,,,,,
