ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,16817.3324,0.291,0.011,6.63,0.35,8.03,0.057,137,1.5,12560,90,0.08
0.1,14931.9328,,,,,,,,,,,
0.25,12299.0686,,,,,,,,,,,
0.5,9267.0408,,,,,,,,,,,
0.6,8375.8688,,,,,,,,,,,
0.75,5666.7035,,,,,,,,,,,
1,3748.8672,,,,,,,,,,,
1.5,1852.4431,,,,,,,,,,,
2.5,1845.1518,,,,,,,,,,,
5,1627.5576,,,,,,,,,,,
7.5,1599.454,,,,,,,,,,,
9,1574.7433,,,,,,,,,,,
10,1579.3351,,,,,,,,,,,
