ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,5051.0142,0.37,0.012,5.6,0.38,14,0.13,14,0.37,2728,26,0.13
0.1,4669.4856,,,,,,,,,,,
0.25,4167.4939,,,,,,,,,,,
0.5,3136.4115,,,,,,,,,,,
0.6,2777.8066,,,,,,,,,,,
0.75,2178.9738,,,,,,,,,,,
1,1245.8006,,,,,,,,,,,
1.5,879.8911,,,,,,,,,,,
2.5,732.9094,,,,,,,,,,,
5,716.9900,,,,,,,,,,,
7.5,657.6034,,,,,,,,,,,
9,686.3040,,,,,,,,,,,
10,669.1989,,,,,,,,,,,
