ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,14635.9004,0.34,0.01,5.963,0.3,12.4,0.088,32,0.33,7555,54,0.125
0.1,13556.1741,,,,,,,,,,,
0.25,11762.984,,,,,,,,,,,
0.5,8904.1121,,,,,,,,,,,
0.6,7728.0681,,,,,,,,,,,
0.75,5545.8188,,,,,,,,,,,
1,3714.3867,,,,,,,,,,,
1.5,2264.5264,,,,,,,,,,,
2.5,2072.6934,,,,,,,,,,,
5,1963.2324,,,,,,,,,,,
7.5,1872.3603,,,,,,,,,,,
9,1823.8924,,,,,,,,,,,
10,1915.5239,,,,,,,,,,,
