ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,15321.3365,0.38,0.01,6.7,0.15,13,0.06,9.6,0.19,9776,37,0.12
0.1,14040.4827,,,,,,,,,,,
0.25,12121.1362,,,,,,,,,,,
0.5,8367.1302,,,,,,,,,,,
0.6,7043.2597,,,,,,,,,,,
0.75,5025.8416,,,,,,,,,,,
1,2600.6536,,,,,,,,,,,
1.5,2309.1071,,,,,,,,,,,
2.5,2165.728,,,,,,,,,,,
5,2096.9179,,,,,,,,,,,
7.5,2127.3007,,,,,,,,,,,
9,1837.0809,,,,,,,,,,,
10,1817.6816,,,,,,,,,,,
