ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,15550.7022,0.33,0.0097,6.86,0.36,7.91,0.055,36,0.47,9771,68,0.135
0.1,14188.3252,,,,,,,,,,,
0.25,12452.7536,,,,,,,,,,,
0.5,9853.7443,,,,,,,,,,,
0.6,9311.8216,,,,,,,,,,,
0.75,7491.4905,,,,,,,,,,,
1,5814.3924,,,,,,,,,,,
1.5,4288.5115,,,,,,,,,,,
2.5,3040.9194,,,,,,,,,,,
5,2590.1207,,,,,,,,,,,
7.5,2272.2005,,,,,,,,,,,
9,2296.3227,,,,,,,,,,,
10,2236.7618,,,,,,,,,,,
