ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,17247.8548,0.271,0.0068,6.2,0.17,8.83,0.044,106,1.6,12715,63,0.08
0.1,16488.8544,,,,,,,,,,,
0.25,14451.6181,,,,,,,,,,,
0.5,12024.3281,,,,,,,,,,,
0.6,11039.2777,,,,,,,,,,,
0.75,9636.3390,,,,,,,,,,,
1,8268.8244,,,,,,,,,,,
1.5,6020.3248,,,,,,,,,,,
2.5,3700.3268,,,,,,,,,,,
5,2478.7253,,,,,,,,,,,
7.5,2177.6642,,,,,,,,,,,
9,2109.5598,,,,,,,,,,,
10,2119.3370,,,,,,,,,,,
