ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,9221.4387,0.223,0.0069,5.215,0.24,15,0.13,21,0.35,5008,45,0.08
0.1,9946.1517,,,,,,,,,,,
0.25,9321.9916,,,,,,,,,,,
0.5,9037.2166,,,,,,,,,,,
0.6,9145.6549,,,,,,,,,,,
0.75,8777.8693,,,,,,,,,,,
1,7815.0214,,,,,,,,,,,
1.5,7253.4394,,,,,,,,,,,
2.5,7027.7546,,,,,,,,,,,
5,5581.9660,,,,,,,,,,,
7.5,4184.7124,,,,,,,,,,,
9,3847.7032,,,,,,,,,,,
10,3880.8333,,,,,,,,,,,
