ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,16835.6277,0.37,0.016,6.92,0.47,10.7,0.057,48,0.33,10963,53,0.12
0.1,14800.2403,,,,,,,,,,,
0.25,11630.9825,,,,,,,,,,,
0.5,7023.2885,,,,,,,,,,,
0.6,4998.9421,,,,,,,,,,,
0.75,3301.4286,,,,,,,,,,,
1,2354.4727,,,,,,,,,,,
1.5,2164.3912,,,,,,,,,,,
2.5,2120.108,,,,,,,,,,,
5,2076.7716,,,,,,,,,,,
7.5,2128.7218,,,,,,,,,,,
9,2043.2942,,,,,,,,,,,
10,2070.453,,,,,,,,,,,
