ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,16527.2445,0.283,0.011,6.815,0.36,9.49,0.067,76,1,14131,79,0.125
0.1,14540.5003,,,,,,,,,,,
0.25,12176.3964,,,,,,,,,,,
0.5,7165.522,,,,,,,,,,,
0.6,4869.889,,,,,,,,,,,
0.75,3562.5689,,,,,,,,,,,
1,2724.3326,,,,,,,,,,,
1.5,2446.9512,,,,,,,,,,,
2.5,2291.0383,,,,,,,,,,,
5,2181.7476,,,,,,,,,,,
7.5,2361.7809,,,,,,,,,,,
9,2076.2946,,,,,,,,,,,
10,2049.0323,,,,,,,,,,,
