ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,5467.7788,0.32,0.0088,6.508,0.32,11.4,0.085,15,0.25,3482,26,0.15
0.1,5150.9192,,,,,,,,,,,
0.25,4618.9776,,,,,,,,,,,
0.5,3836.2774,,,,,,,,,,,
0.6,3344.846,,,,,,,,,,,
0.75,2577.628,,,,,,,,,,,
1,1880.2309,,,,,,,,,,,
1.5,1048.0482,,,,,,,,,,,
2.5,968.4098,,,,,,,,,,,
5,907.9326,,,,,,,,,,,
7.5,839.2685,,,,,,,,,,,
9,877.357,,,,,,,,,,,
10,900.1791,,,,,,,,,,,
