ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,10852.8125,0.29,0.012,6.89,0.36,10,0.065,33,0.41,6714,44,0.08
0.1,10823.2285,,,,,,,,,,,
0.25,10412.2092,,,,,,,,,,,
0.5,10460.2204,,,,,,,,,,,
0.6,10118.2455,,,,,,,,,,,
0.75,10468.2735,,,,,,,,,,,
1,10197.8673,,,,,,,,,,,
1.5,10206.4049,,,,,,,,,,,
2.5,10061.4241,,,,,,,,,,,
5,9401.5835,,,,,,,,,,,
7.5,8022.6393,,,,,,,,,,,
9,7791.051,,,,,,,,,,,
10,7456.7648,,,,,,,,,,,
