ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,13012.8112,0.2909,0.0097,6.86,0.36,8.4,0.058,52,0.59,9458,66,0.095
0.1,12579.6921,,,,,,,,,,,
0.25,11377.7674,,,,,,,,,,,
0.5,8945.8606,,,,,,,,,,,
0.6,8403.7189,,,,,,,,,,,
0.75,7823.8834,,,,,,,,,,,
1,6656.5487,,,,,,,,,,,
1.5,4120.1306,,,,,,,,,,,
2.5,2517.4233,,,,,,,,,,,
5,1840.0084,,,,,,,,,,,
7.5,1717.3766,,,,,,,,,,,
9,1720.6207,,,,,,,,,,,
10,1727.0601,,,,,,,,,,,
