ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,10180.9114,0.39,0.01,5.963,0.3,15.2,0.081,9.5,0.16,6655,23,0.145
0.1,9529.1512,,,,,,,,,,,
0.25,8169.8858,,,,,,,,,,,
0.5,5875.3092,,,,,,,,,,,
0.6,4836.2371,,,,,,,,,,,
0.75,3304.2633,,,,,,,,,,,
1,2544.9768,,,,,,,,,,,
1.5,1914.7356,,,,,,,,,,,
2.5,1656.4136,,,,,,,,,,,
5,1614.7568,,,,,,,,,,,
7.5,1501.4507,,,,,,,,,,,
9,1602.6804,,,,,,,,,,,
10,1550.8795,,,,,,,,,,,
