ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,15498.9434,0.34,0.011,6.9,0.42,8.81,0.056,99.5,0.82,10792,68,0.11
0.1,14059.0241,,,,,,,,,,,
0.25,12198.7672,,,,,,,,,,,
0.5,8112.1116,,,,,,,,,,,
0.6,6036.2451,,,,,,,,,,,
0.75,4727.7469,,,,,,,,,,,
1,3516.1131,,,,,,,,,,,
1.5,2730.0437,,,,,,,,,,,
2.5,2156.4883,,,,,,,,,,,
5,1820.9335,,,,,,,,,,,
7.5,1882.8796,,,,,,,,,,,
9,1892.4495,,,,,,,,,,,
10,1910.4443,,,,,,,,,,,
