ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,17235.5127,0.291,0.011,6.63,0.35,7.56,0.066,115,1.9,12947,112,0.08
0.1,15301.4924,,,,,,,,,,,
0.25,13404.1656,,,,,,,,,,,
0.5,9780.1288,,,,,,,,,,,
0.6,7852.6277,,,,,,,,,,,
0.75,5949.9071,,,,,,,,,,,
1,3171.1622,,,,,,,,,,,
1.5,2301.1032,,,,,,,,,,,
2.5,1915.4781,,,,,,,,,,,
5,1899.8434,,,,,,,,,,,
7.5,1596.5299,,,,,,,,,,,
9,1563.2875,,,,,,,,,,,
10,1585.8669,,,,,,,,,,,
