ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,15748.6737,0.235,0.0088,6.152,0.32,9.33,0.038,73,0.51,12496,51,0.09
0.1,14941.3708,,,,,,,,,,,
0.25,11886.1644,,,,,,,,,,,
0.5,8165.4276,,,,,,,,,,,
0.6,7062.6502,,,,,,,,,,,
0.75,5305.3616,,,,,,,,,,,
1,3133.6827,,,,,,,,,,,
1.5,2103.447,,,,,,,,,,,
2.5,1609.7602,,,,,,,,,,,
5,1563.7654,,,,,,,,,,,
7.5,1511.571,,,,,,,,,,,
9,1523.8913,,,,,,,,,,,
10,1564.9502,,,,,,,,,,,
