ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,8319.758,0.29,0.012,5.6,0.38,13,0.16,52,0.85,4636,57,0.08
0.1,7609.4957,,,,,,,,,,,
0.25,6617.7359,,,,,,,,,,,
0.5,5064.4565,,,,,,,,,,,
0.6,4250.7709,,,,,,,,,,,
0.75,3305.7549,,,,,,,,,,,
1,1778.7141,,,,,,,,,,,
1.5,936.975,,,,,,,,,,,
2.5,798.6547,,,,,,,,,,,
5,767.5503,,,,,,,,,,,
7.5,750.6514,,,,,,,,,,,
9,774.7197,,,,,,,,,,,
10,722.143,,,,,,,,,,,
