ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,20848.4672,0.31,0.011,6.9,0.42,10.5,0.052,125,1.1,11859,59,0.095
0.1,18931.5643,,,,,,,,,,,
0.25,16856.438,,,,,,,,,,,
0.5,12447.0733,,,,,,,,,,,
0.6,11141.3938,,,,,,,,,,,
0.75,9015.5762,,,,,,,,,,,
1,6148.2076,,,,,,,,,,,
1.5,3360.39,,,,,,,,,,,
2.5,2676.1033,,,,,,,,,,,
5,2410.1842,,,,,,,,,,,
7.5,2375.071,,,,,,,,,,,
9,2320.6517,,,,,,,,,,,
10,2251.4264,,,,,,,,,,,
