ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,7748.2981,0.29,0.0088,6.508,0.32,12.8,0.091,23,0.28,4319,31,0.11
0.1,7263.1812,,,,,,,,,,,
0.25,6498.049,,,,,,,,,,,
0.5,5335.6157,,,,,,,,,,,
0.6,4922.345,,,,,,,,,,,
0.75,4405.6977,,,,,,,,,,,
1,2867.5182,,,,,,,,,,,
1.5,1289.7377,,,,,,,,,,,
2.5,1073.5162,,,,,,,,,,,
5,991.0558,,,,,,,,,,,
7.5,859.5547,,,,,,,,,,,
9,1028.2807,,,,,,,,,,,
10,986.5696,,,,,,,,,,,
