ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,10428.7621,0.24,0.012,5.6,0.38,12,0.19,84,1.7,7423,123,0.07
0.1,9394.7863,,,,,,,,,,,
0.25,7994.0902,,,,,,,,,,,
0.5,5714.6792,,,,,,,,,,,
0.6,4712.9193,,,,,,,,,,,
0.75,3748.3747,,,,,,,,,,,
1,1967.8241,,,,,,,,,,,
1.5,967.5766,,,,,,,,,,,
2.5,854.6785,,,,,,,,,,,
5,811.6194,,,,,,,,,,,
7.5,770.4479,,,,,,,,,,,
9,778.1307,,,,,,,,,,,
10,731.0584,,,,,,,,,,,
