ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,16619.1744,0.291,0.011,6.63,0.35,8.8,0.12,96,2.2,11666,159,0.09
0.1,15090.8848,,,,,,,,,,,
0.25,14458.9749,,,,,,,,,,,
0.5,11132.1601,,,,,,,,,,,
0.6,9901.4087,,,,,,,,,,,
0.75,9165.8663,,,,,,,,,,,
1,6642.1873,,,,,,,,,,,
1.5,3342.8038,,,,,,,,,,,
2.5,2680.7105,,,,,,,,,,,
5,2216.5653,,,,,,,,,,,
7.5,1870.6303,,,,,,,,,,,
9,1970.5009,,,,,,,,,,,
10,1979.2326,,,,,,,,,,,
