ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,16980.2177,0.22,0.0097,6.86,0.36,8.42,0.063,85,1.4,11544,87,0.09
0.1,15596.8505,,,,,,,,,,,
0.25,13804.4947,,,,,,,,,,,
0.5,11330.9179,,,,,,,,,,,
0.6,9987.7087,,,,,,,,,,,
0.75,9068.6188,,,,,,,,,,,
1,6541.0782,,,,,,,,,,,
1.5,4047.1392,,,,,,,,,,,
2.5,2341.7589,,,,,,,,,,,
5,1810.6609,,,,,,,,,,,
7.5,1850.0968,,,,,,,,,,,
9,1774.5231,,,,,,,,,,,
10,1769.2209,,,,,,,,,,,
