ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,15118.3267,0.19,0.0097,6.86,0.36,8.38,0.053,64,0.88,10738,68,0.1
0.1,14179.6671,,,,,,,,,,,
0.25,12933.8003,,,,,,,,,,,
0.5,11161.8826,,,,,,,,,,,
0.6,10205.6611,,,,,,,,,,,
0.75,9143.0308,,,,,,,,,,,
1,7159.6808,,,,,,,,,,,
1.5,4527.7575,,,,,,,,,,,
2.5,2627.7283,,,,,,,,,,,
5,1792.0542,,,,,,,,,,,
7.5,1795.3483,,,,,,,,,,,
9,1744.4984,,,,,,,,,,,
10,1769.2787,,,,,,,,,,,
