ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,18402.8936,0.313,0.011,6.815,0.36,9.46,0.062,107,1,13857,83,0.12
0.1,15898.2691,,,,,,,,,,,
0.25,13446.309,,,,,,,,,,,
0.5,8048.5494,,,,,,,,,,,
0.6,5801.7586,,,,,,,,,,,
0.75,3531.3865,,,,,,,,,,,
1,2583.0945,,,,,,,,,,,
1.5,2358.6396,,,,,,,,,,,
2.5,2383.8249,,,,,,,,,,,
5,2202.6936,,,,,,,,,,,
7.5,2210.7434,,,,,,,,,,,
9,2218.1631,,,,,,,,,,,
10,2234.9665,,,,,,,,,,,
