0,0
0.1,0.002794136
0.2,0.021680386
0.3,0.057874992
0.4,0.172372614
0.5,0.198362888
0.6,0.198362888
0.7,0.167249138
0.8,0.22167274
0.9,0.198362888
1,0.167249138
1.1,-0.066103989
1.2,0.509500391
1.3,0.182806013
1.4,-0.19055899
1.5,-0.066103989
1.6,0.260590389
1.7,0.073907888
1.8,0.276147264
1.9,0.011680386
2,-0.034990239
2.1,0.058351011
2.2,-0.15944524
2.3,0.182806013
2.4,0.042794136
2.5,0.105021638
2.6,-0.003876489
2.7,-0.019433364
2.8,0.237229616
2.9,-0.019433364
3,-0.019433364
3.1,0.167249138
3.2,0.073907888
3.3,0.35393164
3.4,-0.175002115
3.5,0.245033514
3.6,0.322817889
3.7,0.245033514
3.8,-0.066103989
3.9,-0.050547114
4,0.042794136
4.1,-0.034990239
4.2,0.41615914
4.3,0.073907888
4.4,0.120578513
4.5,-0.15944524
4.6,-0.034990239
4.7,0.136135388
4.8,0.011680386
4.9,-0.143888365
5,0.213919764
5.1,-0.081660864
5.2,0.198362888
5.3,-0.12833149
5.4,0.276147264
5.5,-0.066103989
5.6,0.35393164
5.7,0.213919764
5.8,-0.268343366
5.9,-0.12833149
6,-0.206115865
6.1,0.213919764
6.2,-0.09721774
6.3,-0.237229616
6.4,0.322817889
6.5,0.058351011
6.6,-0.112774615
6.7,0.198362888
6.8,0.089464762
6.9,-0.09721774
7,0.276147264
7.1,0.245033514
7.2,-0.066103989
7.3,0.229476639
7.4,0.151692263
7.5,0.089464762
7.6,0.213919764
7.7,0.291704139
7.8,-0.09721774
7.9,0.089464762
8,0.089464762
8.1,0.011680386
8.2,0.182806013
8.3,0.260590389
8.4,0.073907888
8.5,0.151692263
8.6,0.073907888
8.7,0.307261014
8.8,-0.112774615
8.9,0.198362888
9,0.307261014
9.1,0.260590389
9.2,-0.003876489
9.3,-0.066103989
9.4,-0.081660864
9.5,-0.081660864
9.6,0.136135388
9.7,-0.003876489
9.8,-0.050547114
9.9,0.276147264
10,0.167249138
10.1,0.089464762
10.2,-0.22167274
10.3,0.167249138
10.4,0.058351011
10.5,0.213919764
10.6,-0.19055899
10.7,-0.268343366
10.8,0.120578513
10.9,0.073907888
11,0.042794136
11.1,0.260590389
11.2,0.213919764
11.3,0.462829765
11.4,0.322817889
11.5,0.245033514
11.6,0.431716015
11.7,0.136135388
11.8,-0.034990239
11.9,0.400602265
12,0.011680386
12.1,0.136135388
12.2,0.276147264
12.3,0.291704139
12.4,0.260590389
12.5,0.058351011
12.6,0.120578513
12.7,0.182806013
12.8,0.011680386
12.9,0.307261014
13,0.38504539
13.1,0.182806013
13.2,0.042794136
13.3,0.120578513
13.4,0.213919764
13.5,0.400602265
13.6,0.105021638
13.7,0.260590389
13.8,0.011680386
13.9,-0.22167274
14,0.073907888
14.1,0.182806013
14.2,-0.034990239
14.3,-0.081660864
14.4,-0.019433364
14.5,-0.112774615
14.6,0.369488515
14.7,0.198362888
14.8,0.229476639
14.9,0.136135388
15,0.027237261
15.1,0.011680386
15.2,0.38504539
15.3,0.167249138
15.4,0.120578513
15.5,-0.066103989
15.6,-0.09721774
15.7,-0.003876489
15.8,0.322817889
15.9,0.198362888
16,0.400602265
16.1,0.245033514
16.2,0.213919764
16.3,-0.066103989
16.4,0.198362888
16.5,0.291704139
16.6,0.400602265
16.7,0.182806013
16.8,0.105021638
16.9,0.35393164
17,0.260590389
17.1,0.151692263
17.2,0.167249138
17.3,0.213919764
17.4,0.167249138
17.5,0.322817889
17.6,0.136135388
17.7,0.338374764
17.8,-0.175002115
17.9,0.213919764
18,0.369488515
18.1,0.198362888
18.2,0.198362888
18.3,0.44727289
18.4,0.322817889
18.5,-0.12833149
18.6,0.47838664
18.7,0.213919764
18.8,0.260590389
18.9,-0.19055899
19,0.338374764
19.1,-0.19055899
19.2,-0.050547114
19.3,0.260590389
19.4,0.073907888
19.5,-0.034990239
19.6,0.633955391
19.7,0.042794136
19.8,0.042794136
19.9,0.462829765
20,0.260590389
20.1,-0.066103989
20.2,0.400602265
20.3,0.307261014
20.4,-0.050547114
20.5,0.400602265
20.6,-0.066103989
20.7,0.027237261
20.8,0.618398516
20.9,0.338374764
21,0.105021638
21.1,-0.15944524
21.2,0.136135388
21.3,-0.112774615
21.4,0.042794136
21.5,0.089464762
21.6,0.089464762
21.7,0.105021638
21.8,0.38504539
21.9,-0.066103989
22,-0.050547114
22.1,0.136135388
22.2,0.073907888
22.3,-0.003876489
22.4,0.431716015
22.5,-0.003876489
22.6,-0.019433364
22.7,0.198362888
22.8,0.058351011
22.9,0.260590389
23,0.276147264
23.1,0.136135388
23.2,0.35393164
23.3,0.136135388
23.4,-0.019433364
23.5,0.120578513
23.6,0.105021638
23.7,0.525057266
23.8,0.105021638
23.9,0.47838664
24,0.260590389
24.1,-0.112774615
24.2,0.182806013
24.3,0.322817889
24.4,-0.003876489
24.5,-0.050547114
24.6,0.136135388
24.7,0.38504539
24.8,-0.066103989
24.9,0.213919764
25,0.073907888
25.1,0.369488515
25.2,0.105021638
25.3,0.167249138
25.4,0.245033514
25.5,0.182806013
25.6,0.027237261
25.7,0.322817889
25.8,-0.019433364
25.9,0.136135388
26,0.540614141
26.1,-0.050547114
26.2,0.38504539
26.3,0.307261014
26.4,-0.050547114
26.5,0.136135388
26.6,0.260590389
26.7,0.38504539
26.8,0.38504539
26.9,0.509500391
27,0.369488515
27.1,0.41615914
27.2,0.38504539
27.3,0.245033514
27.4,0.136135388
27.5,0.260590389
27.6,0.151692263
27.7,-0.050547114
27.8,0.167249138
27.9,0.245033514
28,0.073907888
28.1,-0.034990239
28.2,0.213919764
28.3,0.213919764
28.4,0.38504539
28.5,-0.09721774
28.6,0.073907888
28.7,0.307261014
28.8,0.276147264
28.9,0.213919764
29,-0.12833149
29.1,0.213919764
29.2,0.245033514
29.3,0.400602265
29.4,0.120578513
29.5,0.120578513
29.6,0.338374764
29.7,0.229476639
29.8,0.229476639
29.9,0.338374764
30,0.41615914
30.1,0.151692263
30.2,0.431716015
30.3,0.027237261
30.4,0.322817889
30.5,0.35393164
30.6,0.47838664
30.7,-0.237229616
30.8,0.307261014
30.9,0.011680386
31,0.182806013
31.1,-0.09721774
31.2,0.229476639
31.3,0.213919764
31.4,0.120578513
31.5,0.245033514
31.6,0.276147264
31.7,0.167249138
31.8,0.431716015
31.9,-0.050547114
32,0.245033514
32.1,0.198362888
32.2,0.089464762
32.3,0.089464762
32.4,-0.15944524
32.5,0.431716015
32.6,0.229476639
32.7,0.120578513
32.8,0.027237261
32.9,0.291704139
33,0.322817889
33.1,0.245033514
33.2,0.462829765
33.3,0.338374764
33.4,0.182806013
33.5,0.44727289
33.6,0.105021638
33.7,0.136135388
33.8,0.525057266
33.9,0.167249138
34,0.011680386
34.1,0.260590389
34.2,0.198362888
34.3,0.105021638
34.4,0.431716015
34.5,0.151692263
34.6,0.011680386
34.7,0.400602265
34.8,0.276147264
34.9,0.369488515
35,0.120578513
35.1,-0.019433364
35.2,0.136135388
35.3,0.369488515
35.4,0.182806013
35.5,-0.143888365
35.6,0.35393164
35.7,-0.003876489
35.8,0.291704139
35.9,0.042794136
36,0.525057266
36.1,0.38504539
36.2,0.213919764
36.3,0.35393164
36.4,0.136135388
36.5,-0.050547114
36.6,0.245033514
36.7,-0.019433364
36.8,0.260590389
36.9,0.322817889
37,0.213919764
37.1,0.493943515
37.2,0.182806013
37.3,0.338374764
37.4,0.462829765
37.5,-0.003876489
37.6,0.105021638
37.7,0.35393164
37.8,0.509500391
37.9,0.213919764
38,0.260590389
38.1,0.276147264
38.2,0.322817889
38.3,0.073907888
38.4,0.338374764
38.5,0.35393164
38.6,0.011680386
38.7,-0.003876489
38.8,0.260590389
38.9,0.276147264
39,0.291704139
39.1,0.089464762
39.2,0.182806013
39.3,0.307261014
39.4,0.089464762
39.5,-0.112774615
39.6,0.35393164
39.7,0.198362888
39.8,0.120578513
39.9,0.431716015
40,-0.019433364
40.1,0.229476639
40.2,0.167249138
40.3,0.47838664
40.4,0.089464762
40.5,0.462829765
40.6,0.182806013
40.7,0.042794136
40.8,0.245033514
40.9,0.307261014
41,0.44727289
41.1,0.322817889
41.2,0.493943515
41.3,0.276147264
41.4,0.229476639
41.5,0.35393164
41.6,0.369488515
41.7,-0.019433364
41.8,0.462829765
41.9,0.260590389
42,0.229476639
42.1,0.400602265
42.2,0.229476639
42.3,0.151692263
42.4,0.47838664
42.5,0.213919764
42.6,0.213919764
42.7,0.369488515
42.8,0.120578513
42.9,0.276147264
43,0.35393164
43.1,0.120578513
43.2,0.338374764
43.3,0.38504539
43.4,0.338374764
43.5,0.276147264
43.6,0.198362888
43.7,0.213919764
43.8,-0.175002115
43.9,0.182806013
44,0.089464762
44.1,0.151692263
44.2,-0.019433364
44.3,0.136135388
44.4,0.182806013
44.5,0.47838664
44.6,0.167249138
44.7,0.198362888
44.8,0.229476639
44.9,-0.019433364
