ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,27610.7596,0.275,0.011,6,0.38,13.8,0.091,58,0.74,15818,105,0.085
0.1,25416.9756,,,,,,,,,,,
0.25,21768.7931,,,,,,,,,,,
0.5,16287.2074,,,,,,,,,,,
0.6,13986.243,,,,,,,,,,,
0.75,11318.9378,,,,,,,,,,,
1,6438.376,,,,,,,,,,,
1.5,2714.2086,,,,,,,,,,,
2.5,2666.5129,,,,,,,,,,,
5,2569.1646,,,,,,,,,,,
7.5,2451.485,,,,,,,,,,,
9,2395.027,,,,,,,,,,,
10,2615.0026,,,,,,,,,,,
