ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,18084.6582,0.32,0.01,5.5,0.34,14.8,0.054,17,0.16,10167,37,0.115
0.1,16575.6459,,,,,,,,,,,
0.25,15017.758,,,,,,,,,,,
0.5,11507.0153,,,,,,,,,,,
0.6,10039.8078,,,,,,,,,,,
0.75,7495.0225,,,,,,,,,,,
1,4562.8268,,,,,,,,,,,
1.5,2533.9069,,,,,,,,,,,
2.5,2229.3645,,,,,,,,,,,
5,2170.7746,,,,,,,,,,,
7.5,2231.4679,,,,,,,,,,,
9,2203.9501,,,,,,,,,,,
10,2157.8511,,,,,,,,,,,
