ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,15740.4662,0.36,0.02,6.93,0.58,11.4,0.095,52,0.5,7990,66,0.105
0.1,14189.8952,,,,,,,,,,,
0.25,12850.474,,,,,,,,,,,
0.5,9162.3445,,,,,,,,,,,
0.6,7563.8974,,,,,,,,,,,
0.75,6147.7869,,,,,,,,,,,
1,3125.0037,,,,,,,,,,,
1.5,2018.8594,,,,,,,,,,,
2.5,1856.6835,,,,,,,,,,,
5,1777.5002,,,,,,,,,,,
7.5,1771.2643,,,,,,,,,,,
9,1749.5804,,,,,,,,,,,
10,1694.2016,,,,,,,,,,,
