ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,6031.4515,0.37,0.02,6.93,0.58,13.2,0.098,6.8,0.17,2677,20,0.19
0.1,5875.0049,,,,,,,,,,,
0.25,5322.7487,,,,,,,,,,,
0.5,4746.0533,,,,,,,,,,,
0.6,4431.9862,,,,,,,,,,,
0.75,4005.324,,,,,,,,,,,
1,3141.0988,,,,,,,,,,,
1.5,2384.8654,,,,,,,,,,,
2.5,2023.6246,,,,,,,,,,,
5,1442.6665,,,,,,,,,,,
7.5,1219.6456,,,,,,,,,,,
9,1263.2833,,,,,,,,,,,
10,1218.3101,,,,,,,,,,,
