ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,10315.0720,0.216,0.0076,5.5,0.26,12,0.074,17,0.26,7097,44,0.08
0.5,10521.4807,,,,,,,,,,,
1,10665.7255,,,,,,,,,,,
2.5,10741.3156,,,,,,,,,,,
5,10541.5514,,,,,,,,,,,
7.5,10688.0950,,,,,,,,,,,
10,9777.3566,,,,,,,,,,,
25,9309.2242,,,,,,,,,,,
50,8218.3252,,,,,,,,,,,
75,7781.5040,,,,,,,,,,,
90,7894.0558,,,,,,,,,,,
100,7583.0739,,,,,,,,,,,
