ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,14193.4446,0.29,0.012,6.89,0.36,8.89,0.057,47,0.73,9793,63,0.1
0.1,13928.3057,,,,,,,,,,,
0.25,12315.1143,,,,,,,,,,,
0.5,11525.5098,,,,,,,,,,,
0.6,11014.4719,,,,,,,,,,,
0.75,10441.2397,,,,,,,,,,,
1,9577.8213,,,,,,,,,,,
1.5,8155.0118,,,,,,,,,,,
2.5,5695.0325,,,,,,,,,,,
5,4074.8915,,,,,,,,,,,
7.5,3569.8976,,,,,,,,,,,
9,3301.4428,,,,,,,,,,,
10,3295.2784,,,,,,,,,,,
