ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,18408.8123,0.299,0.012,6.696,0.39,10,0.069,111,1.3,10900,75,0.095
0.1,17005.7843,,,,,,,,,,,
0.25,15438.0635,,,,,,,,,,,
0.5,9963.5353,,,,,,,,,,,
0.6,8486.9226,,,,,,,,,,,
0.75,6368.6604,,,,,,,,,,,
1,4025.5809,,,,,,,,,,,
1.5,2924.7911,,,,,,,,,,,
2.5,2085.6809,,,,,,,,,,,
5,1814.4934,,,,,,,,,,,
7.5,1799.812,,,,,,,,,,,
9,1755.7318,,,,,,,,,,,
10,1798.7605,,,,,,,,,,,
