ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,12411.9745,0.39,0.01,5.963,0.3,13.2,0.058,15,0.23,7033,26,0.135
0.1,11402.4131,,,,,,,,,,,
0.25,9537.5575,,,,,,,,,,,
0.5,6900.692,,,,,,,,,,,
0.6,6229.4752,,,,,,,,,,,
0.75,4468.6378,,,,,,,,,,,
1,2866.4787,,,,,,,,,,,
1.5,1850.7706,,,,,,,,,,,
2.5,1778.1536,,,,,,,,,,,
5,1814.1859,,,,,,,,,,,
7.5,1680.005,,,,,,,,,,,
9,1784.9634,,,,,,,,,,,
10,1699.4478,,,,,,,,,,,
