ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,6681.8946,0.3,0.01,5.5,0.34,13.7,0.073,5.7,0.11,4076,22,0.22
0.1,6228.6399,,,,,,,,,,,
0.25,5916.8899,,,,,,,,,,,
0.5,5400.029,,,,,,,,,,,
0.6,5071.6719,,,,,,,,,,,
0.75,4331.3582,,,,,,,,,,,
1,3370.0096,,,,,,,,,,,
1.5,2483.0212,,,,,,,,,,,
2.5,1893.1814,,,,,,,,,,,
5,1687.1217,,,,,,,,,,,
7.5,1495.7615,,,,,,,,,,,
9,1630.4674,,,,,,,,,,,
10,1550.3954,,,,,,,,,,,
