ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,28034.8474,0.274,0.011,6,0.38,4.87,0.032,65,1.2,16324,409,0.085
0.1,25008.6604,,,,,,,,,,,
0.25,21887.4692,,,,,,,,,,,
0.5,17164.2804,,,,,,,,,,,
0.6,14614.7849,,,,,,,,,,,
0.75,11375.8123,,,,,,,,,,,
1,6161.5647,,,,,,,,,,,
1.5,2983.0923,,,,,,,,,,,
2.5,2764.8079,,,,,,,,,,,
5,2518.0844,,,,,,,,,,,
7.5,2451.3065,,,,,,,,,,,
9,2475.0736,,,,,,,,,,,
10,2621.6216,,,,,,,,,,,
