ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,6169.9347,0.37,0.012,5.6,0.38,16,0.2,21,0.53,3173,35,0.095
0.1,5774.8422,,,,,,,,,,,
0.25,5019.0517,,,,,,,,,,,
0.5,3806.0845,,,,,,,,,,,
0.6,3015.2447,,,,,,,,,,,
0.75,2410.2275,,,,,,,,,,,
1,1338.1579,,,,,,,,,,,
1.5,743.9170,,,,,,,,,,,
2.5,716.0759,,,,,,,,,,,
5,632.7133,,,,,,,,,,,
7.5,609.5745,,,,,,,,,,,
9,613.5156,,,,,,,,,,,
10,605.1533,,,,,,,,,,,
