ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,19432.7709,0.39,0.0076,5.5,0.26,19,0.12,38,0.38,9255,41,0.09
0.1,17966.4319,,,,,,,,,,,
0.25,16130.8264,,,,,,,,,,,
0.5,11746.2293,,,,,,,,,,,
0.6,9873.0598,,,,,,,,,,,
0.75,7106.2302,,,,,,,,,,,
1,3764.0158,,,,,,,,,,,
1.5,2439.6999,,,,,,,,,,,
2.5,2112.1599,,,,,,,,,,,
5,1914.9371,,,,,,,,,,,
7.5,1901.6602,,,,,,,,,,,
9,1817.7365,,,,,,,,,,,
10,1921.4622,,,,,,,,,,,
