ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,18482.4147,0.296,0.011,6.9,0.42,8.01,0.059,126,1.7,13723,102,0.105
0.1,16475.7476,,,,,,,,,,,
0.25,14561.9724,,,,,,,,,,,
0.5,8912.7858,,,,,,,,,,,
0.6,7248.9443,,,,,,,,,,,
0.75,5553.8891,,,,,,,,,,,
1,3494.6864,,,,,,,,,,,
1.5,2418.6051,,,,,,,,,,,
2.5,2194.5198,,,,,,,,,,,
5,2142.5913,,,,,,,,,,,
7.5,2046.6974,,,,,,,,,,,
9,2037.9613,,,,,,,,,,,
10,2077.6444,,,,,,,,,,,
