ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,12551.1603,0.2909,0.0097,6.86,0.36,7.91,0.055,42,0.47,9771,68,0.1
0.1,11683.2879,,,,,,,,,,,
0.25,10740.8668,,,,,,,,,,,
0.5,9053.2291,,,,,,,,,,,
0.6,8473.2110,,,,,,,,,,,
0.75,7581.1481,,,,,,,,,,,
1,6674.8351,,,,,,,,,,,
1.5,4630.6788,,,,,,,,,,,
2.5,3496.6590,,,,,,,,,,,
5,2360.5275,,,,,,,,,,,
7.5,1854.5383,,,,,,,,,,,
9,1533.0472,,,,,,,,,,,
10,1755.1301,,,,,,,,,,,
