ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,9985.117,0.216,0.0076,5.5,0.26,9.72,0.047,22,0.18,8561,42,0.08
0.5,9200.1293,,,,,,,,,,,
1,9509.8628,,,,,,,,,,,
2.5,9500.4405,,,,,,,,,,,
5,9115.2301,,,,,,,,,,,
7.5,9245.4632,,,,,,,,,,,
10,8823.2839,,,,,,,,,,,
25,9640.6552,,,,,,,,,,,
50,9381.5113,,,,,,,,,,,
75,8958.6154,,,,,,,,,,,
90,8904.3455,,,,,,,,,,,
100,9392.1575,,,,,,,,,,,
