ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,23867.9231,0.21,0.012,6.89,0.36,8.22,0.049,111,1.1,16497,98,0.08
0.1,22362.0254,,,,,,,,,,,
0.25,18781.8446,,,,,,,,,,,
0.5,15487.2891,,,,,,,,,,,
0.6,13897.2163,,,,,,,,,,,
0.75,11973.8195,,,,,,,,,,,
1,8298.5003,,,,,,,,,,,
1.5,4088.5614,,,,,,,,,,,
2.5,2647.1189,,,,,,,,,,,
5,2269.7708,,,,,,,,,,,
7.5,2251.3937,,,,,,,,,,,
9,2261.2645,,,,,,,,,,,
10,2230.6854,,,,,,,,,,,
