ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,3942.5264,0.37,0.0084,6.385,0.35,13.8,0.086,10,0.16,2640,16,0.22
0.1,3612.5004,,,,,,,,,,,
0.25,3183.505,,,,,,,,,,,
0.5,2691.1975,,,,,,,,,,,
0.6,2427.0599,,,,,,,,,,,
0.75,2004.894,,,,,,,,,,,
1,1622.0443,,,,,,,,,,,
1.5,1197.6372,,,,,,,,,,,
2.5,1099.3739,,,,,,,,,,,
5,912.2884,,,,,,,,,,,
7.5,931.4067,,,,,,,,,,,
9,888.8394,,,,,,,,,,,
10,907.4359,,,,,,,,,,,
