ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,5396.0998,0.34,0.21,12,1,46,0.78,3.1,0.13,3500,6.9,0.24
0.1,5060.6354,,,,,,,,,,,
0.25,4634.4123,,,,,,,,,,,
0.5,3847.747,,,,,,,,,,,
0.6,3566.1025,,,,,,,,,,,
0.75,2919.4175,,,,,,,,,,,
1,2477.2709,,,,,,,,,,,
1.5,1882.3827,,,,,,,,,,,
2.5,1489.0574,,,,,,,,,,,
5,1451.8674,,,,,,,,,,,
7.5,1377.6926,,,,,,,,,,,
9,1362.7465,,,,,,,,,,,
10,1322.0932,,,,,,,,,,,
