ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,4235.8165,0.32,0.012,5.6,0.38,11.8,0.075,12,0.2,2764,18,0.14
0.1,3880.5618,,,,,,,,,,,
0.25,3245.9487,,,,,,,,,,,
0.5,2697.8362,,,,,,,,,,,
0.6,2398.1225,,,,,,,,,,,
0.75,1873.7074,,,,,,,,,,,
1,1233.9814,,,,,,,,,,,
1.5,679.9586,,,,,,,,,,,
2.5,666.1545,,,,,,,,,,,
5,640.1365,,,,,,,,,,,
7.5,621.4781,,,,,,,,,,,
9,599.2903,,,,,,,,,,,
10,555.2123,,,,,,,,,,,
