ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,24393.4066,0.36,0.011,6,0.38,16,0.051,39,0.23,12138,39,0.075
0.1,22764.2287,,,,,,,,,,,
0.25,19551.7252,,,,,,,,,,,
0.5,13839.0924,,,,,,,,,,,
0.6,11309.6195,,,,,,,,,,,
0.75,8186.1210,,,,,,,,,,,
1,4340.6719,,,,,,,,,,,
1.5,2366.0334,,,,,,,,,,,
2.5,2064.7791,,,,,,,,,,,
5,1864.3889,,,,,,,,,,,
7.5,1825.7678,,,,,,,,,,,
9,1887.3105,,,,,,,,,,,
10,1819.4961,,,,,,,,,,,
