ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,18107.6466,0.35,0.01,5.5,0.34,17.1,0.074,29,0.2,11034,39,0.12
0.1,16414.0531,,,,,,,,,,,
0.25,14642.3424,,,,,,,,,,,
0.5,10395.5721,,,,,,,,,,,
0.6,9534.6366,,,,,,,,,,,
0.75,7722.3737,,,,,,,,,,,
1,4233.8785,,,,,,,,,,,
1.5,3284.7954,,,,,,,,,,,
2.5,2664.7921,,,,,,,,,,,
5,2635.9468,,,,,,,,,,,
7.5,2378.9712,,,,,,,,,,,
9,2386.8038,,,,,,,,,,,
10,2351.8201,,,,,,,,,,,
