ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,27121.5133,0.31,0.011,6.1,0.33,14.8,0.088,140,2.1,12730,76,0.085
0.1,25016.5743,,,,,,,,,,,
0.25,21851.4967,,,,,,,,,,,
0.5,15924.7829,,,,,,,,,,,
0.6,15135.6201,,,,,,,,,,,
0.75,12190.9879,,,,,,,,,,,
1,7382.8132,,,,,,,,,,,
1.5,4088.2354,,,,,,,,,,,
2.5,3079.5133,,,,,,,,,,,
5,2762.2198,,,,,,,,,,,
7.5,2565.3665,,,,,,,,,,,
9,2409.223,,,,,,,,,,,
10,2462.6923,,,,,,,,,,,
