ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,25095.5315,0.256,0.0076,5.5,0.26,12.8,0.089,136,1.4,15947,111,0.085
0.1,22612.3043,,,,,,,,,,,
0.25,19706.4818,,,,,,,,,,,
0.5,14095.0206,,,,,,,,,,,
0.6,11274.2001,,,,,,,,,,,
0.75,9297.2905,,,,,,,,,,,
1,5450.9181,,,,,,,,,,,
1.5,3034.1961,,,,,,,,,,,
2.5,2592.0138,,,,,,,,,,,
5,2367.9594,,,,,,,,,,,
7.5,2231.8540,,,,,,,,,,,
9,2181.6596,,,,,,,,,,,
10,2145.8650,,,,,,,,,,,
