ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,14113.7127,0.37,0.01,5.963,0.3,13.8,0.074,22,0.22,7551,35,0.13
0.1,12925.3856,,,,,,,,,,,
0.25,10628.0633,,,,,,,,,,,
0.5,8038.351,,,,,,,,,,,
0.6,7110.6252,,,,,,,,,,,
0.75,5323.513,,,,,,,,,,,
1,3199.4594,,,,,,,,,,,
1.5,1948.0514,,,,,,,,,,,
2.5,2023.4633,,,,,,,,,,,
5,1830.1192,,,,,,,,,,,
7.5,1922.2882,,,,,,,,,,,
9,1965.1537,,,,,,,,,,,
10,1868.232,,,,,,,,,,,
