ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,14917.4928,0.28,0.017,6.956,0.49,10.1,0.072,40,0.56,8269,59,0.105
0.1,13568.9675,,,,,,,,,,,
0.25,12111.3057,,,,,,,,,,,
0.5,9689.4136,,,,,,,,,,,
0.6,8412.9802,,,,,,,,,,,
0.75,6659.2617,,,,,,,,,,,
1,4451.8128,,,,,,,,,,,
1.5,1965.8332,,,,,,,,,,,
2.5,1775.2254,,,,,,,,,,,
5,1646.6608,,,,,,,,,,,
7.5,1647.091,,,,,,,,,,,
9,1716.5386,,,,,,,,,,,
10,1677.3513,,,,,,,,,,,
