ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,15388.8317,0.3,0.012,6.89,0.36,9.36,0.049,62,0.62,9938,52,0.12
0.1,14315.4077,,,,,,,,,,,
0.25,12936.2283,,,,,,,,,,,
0.5,11019.5359,,,,,,,,,,,
0.6,10111.9814,,,,,,,,,,,
0.75,9053.8379,,,,,,,,,,,
1,6797.6547,,,,,,,,,,,
1.5,4417.87,,,,,,,,,,,
2.5,3203.3334,,,,,,,,,,,
5,2604.2121,,,,,,,,,,,
7.5,2340.2982,,,,,,,,,,,
9,2258.3161,,,,,,,,,,,
10,2264.3631,,,,,,,,,,,
