ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,14853.7731,0.24,0.016,7.393,0.52,8.02,0.037,61,0.53,10684,48,0.095
0.1,13661.5882,,,,,,,,,,,
0.25,12149.6614,,,,,,,,,,,
0.5,9034.708,,,,,,,,,,,
0.6,8458.7735,,,,,,,,,,,
0.75,7557.015,,,,,,,,,,,
1,5531.0339,,,,,,,,,,,
1.5,2503.8606,,,,,,,,,,,
2.5,1992.7494,,,,,,,,,,,
5,1878.6947,,,,,,,,,,,
7.5,1685.8356,,,,,,,,,,,
9,1611.942,,,,,,,,,,,
10,1610.7329,,,,,,,,,,,
