ratio,value,Vef_[fl],Vef_err,k,k_err,C_[nM],C_err,D_[um^2/s],D_err,a,a_err,y
0,13326.5213,0.42,0.01,5.5,0.34,15,0.07,14,0.13,9762,36,0.13
0.1,12237.6754,,,,,,,,,,,
0.25,11185.0696,,,,,,,,,,,
0.5,9569.7480,,,,,,,,,,,
0.6,8872.4800,,,,,,,,,,,
0.75,7890.3483,,,,,,,,,,,
1,6881.7394,,,,,,,,,,,
1.5,6043.5160,,,,,,,,,,,
2.5,4282.8668,,,,,,,,,,,
5,3377.6422,,,,,,,,,,,
7.5,2860.0852,,,,,,,,,,,
9,2751.3108,,,,,,,,,,,
10,2674.6144,,,,,,,,,,,
